X,Y,scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,website,NATSCALE,LABELRANK,NAMEPAR,NAMEALT,DIFFASCII,NAMEASCII,ADM0CAP,CAPALT,CAPIN,WORLDCITY,MEGACITY,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,NOTE,LATITUDE,LONGITUDE,CHANGED,NAMEDIFF,DIFFNOTE,POP_MAX,POP_MIN,POP_OTHER,RANK_MAX,RANK_MIN,GEONAMEID,MEGANAME,LS_NAME,LS_MATCH,GN_ASCII,FEATURE_CL,FEATURE_CO,ADMIN1_COD,GN_POP,ELEVATION,GTOPO30,TIMEZONE,GEONAMESNO,UN_FID,UN_ADM0,UN_LAT,UN_LONG,CITYALT,HEX_ID,CONTINENT,adm1_id,adm1_name,adm1_type_,av_temp,av_prec,elev,landcover,city_id
-57.3199744076,-30.7300248019,8,Populated place,0,Baltasar Brum,0,0,0,0,0,0,0,10,8,,,0,Baltasar Brum,0,0,,0,0,Uruguay,URY,Uruguay,URY,Artigas,UY,,-30.73002,-57.31997,0,0,,2517,2347,0,4,4,3443697,,Baltasar Brum,1,Baltasar Brum,P,PPL,1,2517,0,118,America/Montevideo,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,307,South America,4404,Artigas,Department,190,1330,138,10,7617
-55.7499668799,-31.2000219536,8,Populated place,0,Tranqueras,0,0,0,0,0,0,0,10,8,,,0,Tranqueras,0,0,,0,0,Uruguay,URY,Uruguay,URY,Rivera,UY,,-31.20002,-55.74997,0,0,,7474,2077,0,5,4,3439787,,Tranqueras,1,Tranqueras,P,PPL,13,7474,0,164,America/Montevideo,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,,307,South America,4393,Rivera,Department,182,1353,160,10,7592
-54.7699491797,-26.0200280571,8,Populated place,0,Nacunday,0,0,0,0,0,0,0,10,7,,,0,Nacunday,0,0,,0,0,Paraguay,PRY,Paraguay,PRY,Alto Paranp,PY,,-26.02003,-54.76995,0,0,,1250,1120,0,3,3,-1,,Nacunday,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,307,South America,3350,Alto Paraná,Department,203,1642,197,8,6072
-58.95141343,-34.15333333,8,Port,0,Campana,0,0,0,0,0,5,www.consejoportuario.com.ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,119,Buenos Aires,Federal District,165,974,-1,13,183
-59.004947,-34.09888889,8,Port,0,Zarate,0,0,0,0,0,5,www.consejoportuario.com.ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,119,Buenos Aires,Federal District,166,996,12,11,184
-60.7800787217,-32.9162269744,8,Airport,mid,Rosario  Islas Malvinas Int'l,ROS,terminal,SAAR,ROS,http://en.wikipedia.org/wiki/Rosario_%E2%80%93_Islas_Malvinas_International_Airport,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,134,Santa Fe,Province,169,986,24,13,299
-57.9840821176,-31.4373883388,8,Airport,mid,Nueva Hesperides Int'l,STY,runway,SUSO,STY,http://en.wikipedia.org/wiki/Nueva_Hesperides_International_Airport,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4389,Salto,Department,185,1291,34,10,7586
-56.4992636214,-33.3591084476,8,Airport,mid,Santa Bernardina Int'l,DZO,runway,SUDU,DZO,http://en.wikipedia.org/wiki/Santa_Bernardina_International_Airport,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4392,Durazno,Department,174,1275,87,10,7590
-58.0685346825,-32.3614545293,8,Airport,mid,Paysandu,PDU,terminal,SUPU,PDU,http://en.wikipedia.org/wiki/Paysand%C3%BA_Airport,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4406,Paysandú,Department,183,1160,45,12,7620
-54.8393995296,-25.4568570716,7,Airport,mid,Guarani Int'l,AGT,terminal,SGES,AGT,http://en.wikipedia.org/wiki/Guarani_International_Airport,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,3350,Alto Paraná,Department,212,1577,241,8,6071
-57.8953820637,-34.9655441559,6,Airport,mid,La Plata,LPG,terminal,SADL,LPG,http://en.wikipedia.org/wiki/La_Plata_Airport,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,119,Buenos Aires,Federal District,164,950,22,13,181
-57.89022379,-34.85527778,6,Port,0,La Plata,0,0,0,0,0,20,www.laplataport.com.ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,119,Buenos Aires,Federal District,164,950,6,11,185
-57.84216726,-34.47166667,6,Port,0,Colonia,0,0,0,0,0,20,www.anp.com.uy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4402,Colonia,Department,174,1098,26,0,7613
-56.20424028,-34.90055556,5,Port,0,Montevideo,0,0,0,0,0,30,www.anp.com.uy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4400,Montevideo,Department,164,923,18,10,7607
-57.5139078247,-25.2416592534,4,Airport,mid,Silvio Pettirossi Int'l,ASU,terminal,SGAS,ASU,http://en.wikipedia.org/wiki/Silvio_Pettirossi_International_Airport,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,3344,Central,Department,231,1391,88,10,6061
-56.0266361463,-34.8410485989,4,Airport,major,Carrasco Int'l,MVD,terminal,SUMU,MVD,http://en.wikipedia.org/wiki/Carrasco_International_Airport,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,4396,Canelones,Department,164,985,20,13,7598
-58.3696702,-34.59916667,3,Port,0,Buenos Aires,0,0,0,0,0,75,www.puertobuenosaires.gov.ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,136,Ciudad de Buenos Aires,Federal District,168,1031,4,13,310
-58.5412456939,-34.813646938,2,Airport,major,Ministro Pistarini Int'l,EZE,terminal,SAEZ,EZE,http://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,South America,119,Buenos Aires,Federal District,163,1011,25,13,182
-57.5799843766,-38.000020326,3,Populated place,0,Mar del Plata,0,0,0,0,0,0,0,110,3,,,0,Mar del Plata,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-38.00002,-57.57998,0,0,,555897,553935,553765,11,11,3430863,,Mar del Plata,1,Mar del Plata,P,PPL,1,553935,0,39,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,134,869,16,13,216
-62.2650214047,-38.7400268364,3,Populated place,0,Bahia Blanca,0,0,0,0,0,0,0,110,3,,,0,Bahia Blanca,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-38.74003,-62.26502,0,0,,281536,276546,269430,10,10,3865086,,Bahia Blanca,1,Bahia Blanca,P,PPL,1,276546,0,21,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,156,596,13,13,215
-59.1500435808,-37.3200101535,6,Populated place,0,Tandil,0,0,0,0,0,0,0,30,3,,,0,Tandil,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-37.32001,-59.15004,1,0,Changed scale rank.,104325,65274,64418,9,8,3427833,,Tandil,1,Tandil,P,PPL,1,104325,0,189,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,136,869,195,13,212
-58.7499904802,-38.5599861463,6,Populated place,0,Necochea,0,0,0,0,0,0,0,30,3,,,0,Necochea,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-38.55999,-58.74999,1,0,Changed scale rank.,80478,60646,60504,8,8,3430443,,Necochea,1,Necochea,P,PPL,1,80478,0,31,America/Argentina/Buenos_Aires,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,136,882,15,13,214
-62.0799681006,-38.879966615,8,Populated place,0,Punta Alta,0,0,0,0,0,0,0,10,3,,,0,Punta Alta,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-38.87997,-62.07997,0,0,,57209,54730,54590,8,8,3839982,,Punta Alta,1,Punta Alta,P,PPL,1,57209,0,3,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,154,577,7,13,199
-63.0000153011,-40.7999527804,6,Admin-1 capital,0,Viedma,0,0,0,0,0,0,0,30,3,,,0,Viedma,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-40.79995,-63.00002,1,0,Changed scale rank.,59122,48940,59122,8,7,3832899,,Viedma,1,Viedma,P,PPLA,16,48940,0,12,America/Argentina/Buenos_Aires,GeoNames match general.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,143,324,15,13,213
-60.3299973975,-36.9000357882,6,Populated place,0,Olavarria,0,0,0,0,0,0,0,30,3,,,0,Olavarria,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-36.90004,-60.33,1,0,Changed scale rank.,86320,43798,42400,8,7,3842670,,Olavarria,1,Olavarria,P,PPL,1,86320,0,163,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,140,888,170,13,211
-59.8699996354,-36.779629701,7,Populated place,0,Azul,0,0,0,0,0,0,0,20,3,,,0,Azul,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-36.77963,-59.87,0,0,,53941,32874,32567,8,7,3436199,,Azul,1,Azul,P,PPL,1,53941,0,137,America/Argentina/Buenos_Aires,GeoNames match with ascii name + lat + long whole numbers.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,142,919,138,13,209
-60.2699493832,-38.3699719048,8,Populated place,0,Tres Arroyos,0,0,0,0,0,0,0,10,3,,,0,Tres Arroyos,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-38.36997,-60.26995,0,0,,47136,22411,22269,7,7,3833859,,Tres Arroyos,1,Tres Arroyos,P,PPL,1,47136,0,100,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,144,750,113,10,203
-58.0166243913,-35.5662153943,7,Populated place,0,Chascomus,0,0,0,0,0,0,0,20,3,,,0,Chascomus,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-35.56622,-58.01662,0,0,,21054,21054,20908,7,7,-1,,Chascomus,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,156,951,14,13,208
-58.2499951595,-37.8333121554,8,Populated place,0,Balcarce,0,0,0,0,0,0,0,10,3,,,0,Balcarce,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-37.83331,-58.25,0,0,,18967,18967,0,6,6,-1,,Balcarce,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,140,827,109,13,204
-59.0946722836,-35.1848950004,7,Populated place,0,Lobos,0,0,0,0,0,0,0,20,3,,,0,Lobos,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-35.18489,-59.09467,0,0,,18278,18278,18135,6,6,-1,,Lobos,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,161,1002,31,13,207
-57.6899776628,-36.33004474,8,Populated place,0,Dolores,0,0,0,0,0,0,0,10,3,,,0,Dolores,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-36.33004,-57.68998,0,0,,25190,17983,17983,7,6,3435038,,Dolores,1,Dolores,P,PPL,1,25190,0,9,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,151,900,7,12,201
-56.6766028255,-36.7162227186,7,Populated place,0,Mar de Ajo,0,0,0,0,0,0,0,20,3,,,0,Mar de Ajo,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-36.71622,-56.6766,0,0,,13610,13610,13019,6,6,-1,,Mar de Ajo,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,150,869,6,13,206
-60.1799807145,-35.4299963188,8,Populated place,0,Veinticinco de Mayo,0,0,0,0,0,0,0,10,3,,,0,Veinticinco de Mayo,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-35.43,-60.17998,0,0,,24668,12830,12830,7,6,3833112,,Veinticinco de Mayo,1,Veinticinco de Mayo,P,PPL,1,24668,0,59,America/Argentina/Buenos_Aires,Geonames ascii name + lat.d + long.d matching.,0,,0,0,,308,South America,119,Buenos Aires,Federal District,159,990,52,13,200
-59.8000297461,-37.6655187798,7,Populated place,0,Juarez,0,0,0,0,0,0,0,20,3,,,0,Juarez,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-37.66552,-59.80003,0,0,,10609,10609,10609,6,6,-1,,Juarez,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,134,782,213,13,205
-62.6833162858,-39.4833406385,8,Populated place,0,Pedro Luro,0,0,0,0,0,0,0,10,3,,,0,Pedro Luro,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-39.48334,-62.68332,0,0,,7100,7100,0,5,5,-1,,Pedro Luro,1,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,151,413,18,7,202
-62.5833223894,-39.8828511365,7,Populated place,0,Villalonga,0,0,0,0,0,0,0,20,3,,,0,Villalonga,0,0,,0,0,Argentina,ARG,Argentina,ARG,Ciudad de Buenos Aires,AR,,-39.88285,-62.58332,0,0,,2838,2838,0,4,4,-1,,Villalonga,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,308,South America,119,Buenos Aires,Federal District,145,391,15,7,210
-62.30053004,-38.78305556,8,Port,0,Puerto Galvan/Bahia Blanca,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,South America,119,Buenos Aires,Federal District,156,596,,13,196
-62.25989399,-38.79194444,8,Port,0,Ingeniero White/Bahia Blanca,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,South America,119,Buenos Aires,Federal District,156,596,,13,197
-62.27090695,-38.79138889,6,Port,0,Bahia Blanca,0,0,0,0,0,20,www.puertobahiablanca.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,South America,119,Buenos Aires,Federal District,156,596,7,13,198
-57.5816150932,-37.9332161204,5,Airport,mid,Astor Piazzolla Int'l,MDQ,terminal,SAZM,MDQ,http://en.wikipedia.org/wiki/%C3%81stor_Piazzola_International_Airport,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,South America,119,Buenos Aires,Federal District,136,880,16,13,195
-57.8499678972,-51.7000109673,3,Admin-0 region capital,0,Stanley,0,0,0,0,0,0,0,110,0,,,0,Stanley,0,0,,0,0,United Kingdom,GBR,Falkland Islands,FLK,,FK,,-51.70001,-57.84997,4,0,Location adjusted.,2213,2213,0,4,4,3426691,,Stanley,1,Stanley,P,PPLC,0,2213,0,1,Atlantic/Stanley,GeoNames match general.,0,,0,0,,309,South America,1110,Falkland Islands,,55,607,38,10,3151
-60.0869631364,-51.9505899875,7,Populated place,0,Fox Bay,0,0,0,0,0,0,0,20,0,,Fox Bay West,0,Fox Bay,0,0,,0,0,United Kingdom,GBR,Falkland Islands,FLK,,FK,,-51.95059,-60.08696,0,0,,120,60,0,1,1,-1,,Fox Bay West,0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,309,South America,1110,Falkland Islands,,58,518,,1,3150
-58.9076523299,-62.1827435746,7,Scientific station,0,Base Presidente Montalva,0,0,0,0,0,0,0,20,0,Chile,Formerly Teniente Rodolfo Marsh Station,0,Teniente Rodolfo Marsh Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.18274,-58.90765,4,0,Location adjusted. Changed feature class.,150,80,0,1,1,-1,,Teniente Rodolfo Marsh Station (Chile),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,338
-57.0259015104,-63.3753286516,7,Scientific station,0,Esperanza Station,0,0,0,0,0,0,0,20,0,Argentina,,0,Esperanza Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-63.37533,-57.0259,4,0,Location adjusted. Changed feature class.,250,55,0,2,1,-1,,Esperanza Station (Argentina),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,345
-56.6500153011,-64.2328893853,7,Scientific station,0,Marambio Station,0,0,0,0,0,0,0,20,0,Argentina,,0,Vicecomodoro Marambio Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-64.23289,-56.65002,4,0,Changed feature class.,150,55,0,1,1,-1,,Vicecomodoro Marambio Station (Argentina),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,154,,,,,,0,362
-59.6833185238,-62.499506817,7,Scientific station,0,Capitan Arturo Prat Station,0,0,0,0,0,0,0,20,0,Chile,,0,Capitan Arturo Prat Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.49951,-59.68332,4,0,Changed feature class.,41,41,0,1,1,-1,,Capitan Arturo Prat Station (Chile),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,154,,,,,,0,361
-58.6504759912,-62.2241438574,7,Scientific station,0,Carlini Station,0,0,0,0,0,0,0,20,0,Argentina,Formerly Teniente Jubany Station,0,Teniente Jubany Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.22414,-58.65048,4,0,Location adjusted. Changed feature class.,60,20,0,1,1,-1,,Teniente Jubany Station (Argentina),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,339
-58.9526658189,-62.194962507,7,Scientific station,0,Escudero Base,0,0,0,0,0,0,0,20,0,Chile,,0,Escudero Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.19496,-58.95267,4,0,Changed feature class.,20,20,0,1,1,-1,,Escudero Station (Chile),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,342
-58.7715987645,-62.2248533974,7,Scientific station,0,King Sejong Station,0,0,0,0,0,0,0,20,0,South Korea,,0,King Sejong Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.22485,-58.7716,4,0,Location adjusted. Changed feature class.,90,17,0,1,1,-1,,King Sejong Station (South Korea),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,0,340
-57.8895935185,-63.3284182298,7,Scientific station,0,Gen. O'Higgins Station,0,0,0,0,0,0,0,20,0,Chile,,0,General Bernado O'Higgins Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-63.32842,-57.88959,4,0,Location adjusted. Changed feature class.,44,16,0,1,1,-1,,General Bernado O'Higgins Station (Chile),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,0,344
-58.966695599,-62.216319968,7,Scientific station,0,Great Wall Station,0,0,0,0,0,0,0,20,0,China,,0,Great Wall Station,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.21632,-58.9667,4,0,Changed feature class.,40,12,0,1,1,-1,,Great Wall Station (China),0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,341
-58.8638640723,-62.173886692,8,Scientific station,0,Artigas Base,0,0,0,0,0,0,0,10,0,Uruguay,,0,Artigas Base,0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,,-62.17389,-58.86386,0,0,New in 2.0,60,9,0,1,1,-1,,,0,,,,0,0,0,0,,,0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,337
-57.9999845801,-61.999589011,7,Scientific station,0,Elephant Island,0,0,0,0,0,0,0,20,0,,,0,"Elephant Island, South Shetland Islands",0,0,,0,0,Indeterminate,ATA,Antarctica,ATA,,AQ,Summer only,-61.99959,-57.99998,4,0,Changed feature class.,6,0,0,1,0,-1,,"Elephant Island, South Shetland Islands",0,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,310,Antarctica,153,Antarctica,,,,,15,343
-51.7326587899,64.1982814673,3,Admin-0 region capital,0,Nuuk,0,0,0,0,0,0,0,110,8,Godthab,,0,Nuuk,0,0,,0,0,Denmark,DNK,Greenland,GRL,Kommuneqarfik Sermersooq,GL,,64.19828,-51.73266,4,0,Location adjusted. Population from GeoNames.,14798,14798,0,6,6,3421319,,Nuuk (Godthab),0,Nuuk,P,PPLC,3,14798,5,-9999,America/Godthab,GeoNames spatial join with similar names only.,0,,0,0,,318,North America,1562,Kommuneqarfik Sermersooq,,-17,673,,0,3523
-51.099966473,69.216665262,6,Populated place,0,Ilulissat,0,0,0,0,0,0,0,30,8,Jakobshavn,,0,Ilulissat,0,0,,0,0,Denmark,DNK,Greenland,GRL,Qaasuitsup Kommunia,GL,,69.21667,-51.09997,1,1,Added place. Population from GeoNames.,4413,4413,0,4,4,3423146,,,2,Ilulissat,P,PPL,3,4413,0,11,America/Godthab,GeoNames spatial join with similar names only.,0,,0,0,,318,North America,1566,Qaasuitsup Kommunia,,-46,249,,10,3540
-46.0364116838,60.7289097287,6,Populated place,0,Qaqortoq,0,0,0,0,0,0,0,30,8,Julianehab,,0,Qaqortoq,0,0,,0,0,Denmark,DNK,Greenland,GRL,Kommune Kujalleq,GL,,60.72891,-46.03641,1,1,Added place. Population from GeoNames.,3224,3224,0,4,4,3420846,,,2,Qaqortoq,P,PPL,3,3224,0,-9999,America/Godthab,GeoNames spatial join with similar names only.,0,,0,0,,318,North America,1563,Kommune Kujalleq,,12,851,,10,3527
-49.6350701181,62.0041023714,6,Populated place,0,Paamiut,0,0,0,0,0,0,0,30,8,Frederikshab,,0,Paamiut,0,0,,0,0,Denmark,DNK,Greenland,GRL,Kommuneqarfik Sermersooq,GL,,62.0041,-49.63507,1,1,Added place. Population from GeoNames.,1862,1862,0,3,3,3421193,,,2,Frederikshab,P,PPL,3,1862,0,-9999,America/Godthab,GeoNames spatial join with similar names only.,0,,0,0,,318,North America,1562,Kommuneqarfik Sermersooq,,-6,898,,10,3522
-51.1785185382,68.8192701441,7,Populated place,0,Qasigiannguit,0,0,0,0,0,0,0,20,8,Christianshab,,0,Qasigiannguit,0,0,,0,0,Denmark,DNK,Greenland,GRL,Qaasuitsup Kommunia,GL,,68.81927,-51.17852,1,1,Added place. Population from GeoNames.,1341,1341,0,3,3,3420768,,,2,Christianshab,P,PPL,3,1341,0,71,America/Godthab,GeoNames spatial join with similar names only.,0,,0,0,,318,North America,1566,Qaasuitsup Kommunia,,-46,243,,10,3539
-50.7099092467,67.0141224856,6,Populated place,0,Kangerlussuaq,0,0,0,0,0,0,0,30,8,Sondrestromfjord,,0,Kangerlussuaq,0,0,,0,0,Denmark,DNK,Greenland,GRL,Qeqqata Kommunia,GL,,67.01412,-50.70991,1,1,Added place.,556,556,0,2,2,-1,,,2,,,,0,0,0,0,,"No GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,318,North America,1564,Qeqqata Kommunia,,-54,256,,10,3532
-45.4166182877,61.1665881542,4,Populated place,0,Narsarsuaq,0,0,0,0,0,0,0,50,8,,,0,Narsarsuaq,0,0,,0,0,Denmark,DNK,Greenland,GRL,Kommune Kujalleq,GL,,61.16659,-45.41662,0,0,,145,145,0,1,1,-1,,Narsarsuaq,1,,,,0,0,0,0,,"Top 50 ranks with no GeoNames match due to small population, not in GeoNames, or poor NEV placement.",0,,0,0,,318,North America,1563,Kommune Kujalleq,,0,901,,10,3528
